City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,egilsstadir,65.2653,-14.3948,8.95,87,100,6.69,IS,1687905198
366,celestun,20.8667,-90.4,29.35,72,14,7.74,MX,1687905198
367,mont-dore,-22.2833,166.5833,21.99,99,76,5.04,NC,1687905198
368,kapa'a,22.0752,-159.319,29.18,71,0,8.23,US,1687905199
369,san patricio,28.017,-97.5169,35.05,48,7,8.1,US,1687905199
370,boise,43.6135,-116.2035,26.71,41,0,1.79,US,1687905116
371,serhetabat,35.2799,62.3438,24.18,18,0,2.52,TM,1687905199
372,kiunga,-6.1219,141.2906,23.36,98,99,1.43,PG,1687905199
373,christchurch,-43.5333,172.6333,10.51,91,100,1.03,NZ,1687905081
374,tonekabon,36.8163,50.8738,24.26,67,0,1.6,IR,1687905199
375,bereket,39.2446,55.5154,31.09,16,0,3.99,TM,1687905199
376,kotma,23.2,81.9667,26.15,79,100,3.39,IN,1687905200
377,mercedes,-34.6515,-59.4307,13.13,45,100,6.87,AR,1687905200
378,muisne,0.6,-80.0333,25.98,84,66,3.5,EC,1687905200
379,zhanaozen,43.3,52.8,28.29,21,99,7.33,KZ,1687905200
380,tazacorte,28.629,-17.9293,23.54,88,0,1.54,ES,1687905200
381,gilleleje,56.122,12.3106,16.66,79,68,8.49,DK,1687905200
382,taseyevo,57.2169,94.8978,10.98,73,11,2.27,RU,1687905200
383,doljesti,47.0333,26.9833,18.2,86,92,4.01,RO,1687905205
384,aginskoye,51.1,114.53,12.04,70,99,5.35,RU,1687905206
385,yerofey pavlovich,53.9667,121.9667,18.62,91,100,1.61,RU,1687905206
386,san jose de guanipa,8.8872,-64.1651,27.71,69,81,1.9,VE,1687905206
387,bagula,23.3167,88.65,25.6,92,91,3.85,IN,1687905206
388,buka,40.8108,69.1986,21.78,28,0,1.12,UZ,1687905206
389,wichian buri,15.6578,101.106,24.44,91,100,0.82,TH,1687905206
390,luganville,-15.5333,167.1667,23.76,60,8,2.5,VU,1687905206
391,pangai,-19.8,-174.35,26.06,73,20,6.69,TO,1687905206
392,kudahuvadhoo,2.6708,72.8944,27.97,73,99,4.52,MV,1687905207
393,pokaran,26.9167,71.9167,30.12,60,100,4.7,IN,1687905207
394,sao joao do paraiso,-15.3136,-42.0144,16.16,65,0,2.84,BR,1687905207
395,muroto-misakicho,33.2833,134.15,24.82,91,90,4.19,JP,1687905207
396,tolanaro,-25.0319,46.9987,16.04,94,20,2.06,MG,1687905207
397,malazgirt,39.1427,42.5401,15.26,70,2,1.94,TR,1687905207
398,kununurra,-15.7667,128.7333,22.99,60,75,4.63,AU,1687904968
399,veinticinco de mayo,-35.4323,-60.1727,9.99,73,100,0.89,AR,1687905208
400,limon,10.0,-83.0333,28.94,79,75,1.54,CR,1687905208
401,san pedro pochutla,15.7333,-96.4667,32.06,69,80,2.3,MX,1687905208
402,garachico,28.7781,-17.7646,22.06,78,0,1.54,ES,1687905208
403,kalyny,48.1408,23.8738,13.55,93,100,0.74,UA,1687905208
404,the pas,53.8251,-101.2541,24.01,53,75,4.63,CA,1687905208
405,las heras,-46.5419,-68.9359,0.89,81,22,0.19,AR,1687905208
406,piti village,13.4626,144.6933,30.17,81,0,3.6,GU,1687905208
407,trapani,37.8333,12.6667,23.27,88,0,0.0,IT,1687905209
408,vesele,47.0148,34.915,17.44,70,2,3.45,UA,1687905209
409,dolores,-36.3132,-57.6792,9.14,74,82,3.65,AR,1687905209
410,adoru,6.9766,7.1627,23.28,98,100,2.49,NG,1687905209
411,albu kamal,34.45,40.9186,29.82,35,0,6.41,SY,1687905209
412,saint-pierre,-21.3393,55.4781,21.98,56,100,3.09,RE,1687905209
413,stolin,51.8912,26.846,12.91,94,100,5.98,BY,1687905210
414,chonchi,-42.6128,-73.8092,8.56,94,31,1.33,CL,1687905210
415,bata,1.8639,9.7658,25.1,86,96,4.89,GQ,1687905210
416,ghat,24.9647,10.1728,31.5,15,4,1.18,LY,1687905210
417,mermoz boabab,14.7065,-17.4758,25.88,78,75,3.09,SN,1687905200
418,puerto leguizamo,-0.1934,-74.7819,24.6,88,91,0.94,CO,1687905211
419,barra de santo antonio,-9.4047,-35.5072,23.6,82,31,4.39,BR,1687905211
420,trincomalee,8.5711,81.2335,27.22,77,84,7.38,LK,1687905211
421,sakata,38.9167,139.855,25.1,88,75,3.09,JP,1687905211
422,alice springs,-23.7,133.8833,12.75,100,100,0.0,AU,1687905211
423,semirara,12.0697,121.3986,28.32,76,98,3.82,PH,1687905211
424,astrakhan,46.3497,48.0408,18.93,72,0,2.0,RU,1687905211
425,geraldton,-28.7667,114.6,6.23,75,0,2.06,AU,1687905164
426,albox,37.3886,-2.1495,26.52,42,2,0.48,ES,1687905212
427,carnarvon,-24.8667,113.6333,11.47,65,0,7.61,AU,1687905212
428,kingman,35.1894,-114.053,34.55,4,0,8.75,US,1687905212
429,quellon,-43.1167,-73.6167,8.14,93,100,4.63,CL,1687905212
430,rusk,31.796,-95.1502,36.99,47,0,2.57,US,1687904943
431,genhe,50.7833,121.5167,19.96,71,42,1.42,CN,1687905212
432,isangel,-19.55,169.2667,23.06,78,40,1.54,VU,1687905212
433,manggar,-2.8833,108.2667,26.98,83,94,5.24,ID,1687905213
434,al jawf,29.5,38.75,26.18,26,0,4.79,SA,1687905213
435,colotlan,22.1,-103.2667,33.6,14,18,4.88,MX,1687905213
436,long beach,33.767,-118.1892,29.99,65,0,4.63,US,1687905059
437,palmer,42.1584,-72.3287,24.34,72,75,4.12,US,1687905213
438,mendi,-6.1761,143.6513,15.64,89,79,0.56,PG,1687905213
439,champerico,14.3,-91.9167,27.7,81,100,6.93,GT,1687905213
440,nagqu,31.5,92.0,4.03,94,100,2.84,CN,1687905213
441,qaqortoq,60.7167,-46.0333,7.05,72,97,2.5,GL,1687905214
442,hadibu,12.65,54.0333,26.13,80,81,10.16,YE,1687905215
443,lugus,5.7036,120.8203,28.37,77,35,3.22,PH,1687905215
444,saint-leu,-21.15,55.2833,21.64,72,69,3.78,RE,1687905215
445,namdrik,5.5994,168.1028,25.33,88,100,6.26,MH,1687905215
446,el sauzal de rodriguez,31.9,-116.6833,20.79,65,10,4.48,MX,1687905216
447,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,5.66,EC,1687905216
448,san-pedro,4.7485,-6.6363,24.06,75,15,3.66,CI,1687905216
449,maceio,-9.6658,-35.7353,22.39,93,64,1.61,BR,1687905061
450,sevastopol,44.6,33.5333,21.3,68,0,0.53,UA,1687905171
451,chernyshevskiy,63.0128,112.4714,18.7,58,95,0.7,RU,1687905216
452,la ronge,55.1001,-105.2842,21.14,49,75,4.12,CA,1687905216
453,ulsteinvik,62.3432,5.8487,14.31,87,65,0.89,NO,1687905217
454,narasannapeta,18.4167,84.05,28.17,78,100,3.78,IN,1687905217
455,blenheim,-41.516,173.9528,8.07,91,100,0.45,NZ,1687905217
456,nouadhibou,20.931,-17.0347,21.99,88,20,8.23,MR,1687905217
457,shahritus,37.2637,68.1385,27.02,16,17,1.78,TJ,1687905217
458,glace bay,46.1969,-59.957,19.94,93,100,4.12,CA,1687905217
459,bel ombre,-4.6167,55.4167,25.91,73,20,2.57,SC,1687905217
460,vilyuchinsk,52.9306,158.4028,17.15,76,94,0.2,RU,1687905217
461,habbouch,33.4075,35.4828,22.09,70,0,0.52,LB,1687905218
462,rumonge,-3.9736,29.4386,23.76,68,92,1.84,BI,1687905218
463,villa gesell,-37.2639,-56.973,9.47,79,98,5.58,AR,1687905005
464,oulainen,64.2667,24.8,13.78,95,79,1.5,FI,1687905218
465,kavieng,-2.5744,150.7967,28.31,70,53,4.99,PG,1687905218
466,lerwick,60.1545,-1.1494,14.0,96,97,8.14,GB,1687905218
467,mahina,-17.5065,-149.489,29.87,54,20,7.2,PF,1687905218
468,greymouth,-42.4667,171.2,11.19,86,76,2.25,NZ,1687905219
469,baganga,7.5739,126.56,26.88,82,100,1.77,PH,1687905219
470,calama,-22.4667,-68.9333,21.27,6,0,5.14,CL,1687905083
471,al muwayh,22.4333,41.7583,30.99,16,72,3.07,SA,1687905219
472,chateaubelair,13.2833,-61.25,25.29,94,75,3.6,VC,1687905219
473,usinsk,65.9939,57.5281,9.25,95,100,2.53,RU,1687905148
474,kargil,34.5667,76.1,11.73,63,18,2.45,IN,1687905219
475,aldama,22.9167,-98.0667,37.5,50,9,6.58,MX,1687905220
476,guixi,28.2886,117.2133,26.11,87,97,1.63,CN,1687905220
477,lata,40.1629,-8.3327,23.29,83,0,0.6,PT,1687905220
478,hobyo,5.3505,48.5268,25.04,83,61,11.45,SO,1687905220
479,borjomi,41.8527,43.4128,15.49,93,77,1.22,GE,1687905220
480,kiruna,67.8557,20.2251,13.51,77,7,2.06,SE,1687905220
481,kingston,17.997,-76.7936,29.53,87,75,4.12,JM,1687905098
482,fort st. john,56.2499,-120.8529,26.94,39,75,3.09,CA,1687904962
483,dogondoutchi,13.6393,4.0287,34.62,36,99,5.41,NE,1687905221
484,parvatipuram,18.7833,83.4333,26.97,72,92,0.73,IN,1687905221
485,eduardo castex,-35.915,-64.2945,10.61,37,1,4.01,AR,1687905221
486,la junta,37.985,-103.5438,37.26,19,0,6.17,US,1687905221
487,kailua-kona,19.6406,-155.9956,29.17,75,40,4.63,US,1687905080
488,tymovskoye,50.8456,142.655,19.97,71,79,0.94,RU,1687905221
489,camocim,-2.9022,-40.8411,26.19,78,47,5.65,BR,1687905222
490,male,4.1748,73.5089,28.97,79,75,4.12,MV,1687904992
491,les cayes,18.2,-73.75,27.34,82,100,1.86,HT,1687905222
492,yeed,4.55,43.0333,24.12,71,98,7.81,SO,1687905222
493,kawm umbu,24.4767,32.9463,31.47,18,0,6.28,EG,1687905222
494,atlantic,39.4668,-74.6663,24.38,78,59,0.45,US,1687905222
495,nueve de julio,-35.4444,-60.8831,11.09,69,100,0.45,AR,1687905222
496,asau,46.4333,26.4,14.6,98,97,0.38,RO,1687905222
497,pathein,16.7833,94.7333,25.6,93,75,1.75,MM,1687905223
498,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,1687905223
499,sodankyla,67.4167,26.6,15.94,77,91,0.78,FI,1687905223
500,tongchuanshi,35.0806,109.0897,21.73,88,100,0.56,CN,1687905223
501,east ballina,-28.8667,153.5833,13.22,54,100,1.27,AU,1687905223
502,lampa,-33.2833,-70.9,12.45,66,75,1.03,CL,1687905223
503,ulety,51.3572,112.4849,10.81,81,73,5.24,RU,1687905223
504,zyryanskoye,56.8306,86.6258,13.56,71,100,3.83,RU,1687905224
505,klaksvik,62.2266,-6.589,11.51,97,100,6.55,FO,1687905224
506,papao,-17.75,-149.55,29.82,72,1,11.61,PF,1687905224
507,byerazino,53.8391,28.9879,12.44,94,100,2.79,BY,1687905224
508,zmiyiv,49.6966,36.3611,12.27,96,3,3.17,UA,1687905224
509,sibut,5.718,19.0739,22.17,96,100,0.8,CF,1687905224
510,jiazi,22.8779,116.067,26.98,86,99,2.49,CN,1687905225
511,sao felix do xingu,-6.6447,-51.995,23.88,56,2,1.28,BR,1687905225
512,takoradi,4.8845,-1.7554,24.98,80,100,3.59,GH,1687905225
513,odienne,9.51,-7.5692,22.32,97,56,1.92,CI,1687905225
514,dzilam gonzalez,21.2833,-88.9333,30.56,62,21,4.94,MX,1687905225
515,dullewala,31.8359,71.4362,33.39,42,79,1.54,PK,1687905225
516,chu,43.5983,73.7614,20.49,29,7,3.75,KZ,1687905225
517,kuqa,41.7278,82.9364,25.28,31,95,1.8,CN,1687905226
518,ulladulla,-35.35,150.4667,11.85,64,100,2.06,AU,1687905226
519,revda,56.801,59.9303,8.7,97,35,2.04,RU,1687905226
520,seririt,-8.1928,114.9388,23.78,89,67,2.55,ID,1687905226
521,dubbo,-32.25,148.6167,8.07,93,100,1.03,AU,1687905226
522,igarka,67.4667,86.5833,11.23,77,97,1.5,RU,1687905226
523,vurnary,55.4904,46.9648,12.98,76,97,1.31,RU,1687905226
524,bocaiuva,-17.1078,-43.815,21.84,39,0,2.67,BR,1687905227
525,cartagena del chaira,1.3349,-74.8429,25.73,79,89,0.73,CO,1687905227
526,callao,-12.0667,-77.15,22.62,68,75,6.17,PE,1687905227
527,new norfolk,-42.7826,147.0587,6.72,90,70,1.39,AU,1687905227
528,knokke-heist,51.3333,3.3333,18.42,53,100,0.73,BE,1687904949
529,westport,41.1415,-73.3579,25.9,77,0,4.12,US,1687904932
530,xo'jaobod,40.666,72.5682,23.43,40,33,2.78,UZ,1687905227
531,xifeng,42.7372,124.7222,23.47,73,57,4.95,CN,1687905228
532,nyazepetrovsk,56.0531,59.6028,8.1,97,48,1.42,RU,1687905228
533,ingeniero jacobacci,-41.3427,-69.5448,3.48,76,19,10.69,AR,1687905228
534,chandur,19.7333,79.1833,24.24,91,100,2.9,IN,1687905228
535,el alto,-4.2714,-81.2147,24.81,77,49,6.76,PE,1687905228
536,saldanha,-33.0117,17.9442,10.03,87,100,3.3,ZA,1687905228
537,chui,-33.6971,-53.4616,11.84,94,100,4.91,UY,1687905228
538,bocas del toro,9.3333,-82.25,26.17,69,48,1.79,PA,1687905228
539,yingshang chengguanzhen,32.6295,116.2701,28.85,71,95,2.49,CN,1687905229
540,guiratinga,-16.3494,-53.7583,21.73,44,0,1.87,BR,1687905229
541,montmorillon,46.4167,0.6667,16.94,74,15,1.88,FR,1687905229
542,bechar,31.6167,-2.2167,36.18,11,40,2.06,DZ,1687905030
543,mawlamyinegyunn,16.3833,95.2667,25.72,93,68,1.56,MM,1687905229
544,minapasoc,10.6989,123.349,25.76,81,85,1.73,PH,1687905229
545,bangassou,4.7413,22.8184,20.86,93,82,0.43,CF,1687905229
546,sisimiut,66.9395,-53.6735,4.17,87,96,4.44,GL,1687905230
547,kidal,18.4411,1.4078,36.51,17,66,4.22,ML,1687905230
548,plasnica,41.4672,21.1231,15.55,79,2,1.6,MK,1687905230
549,inyonga,-6.7167,32.0667,19.07,55,2,1.68,TZ,1687905230
550,yorkton,51.2167,-102.4677,18.91,72,100,8.23,CA,1687905065
551,mount horeb,43.0086,-89.7385,27.98,47,8,0.89,US,1687905230
552,island harbour,50.724,-1.2758,19.02,89,98,2.68,GB,1687905230
553,qarauyl,48.9451,79.255,15.62,50,25,4.66,KZ,1687905231
554,encarnacion,-27.3333,-55.9,23.29,68,0,2.06,PY,1687905231
555,viedma,-40.8135,-62.9967,8.44,71,3,2.94,AR,1687905231
556,bayji,34.9311,43.487,30.78,23,0,4.58,IQ,1687905231
557,dawei,14.0833,98.2,25.07,91,93,0.99,MM,1687905231
558,beni amrane,36.6677,3.5912,21.29,51,4,1.57,DZ,1687905231
559,domna,51.8971,113.1573,12.09,76,40,5.0,RU,1687905231
560,xapuri,-10.6517,-68.5044,27.48,51,29,1.07,BR,1687905232
561,kale,50.9581,1.8521,17.22,92,94,6.01,FR,1687905232
562,parnu,58.3859,24.4971,17.05,82,20,2.06,EE,1687905232
563,bikenibeu village,1.3673,173.1241,25.98,89,100,3.09,KI,1687905232
564,peace river,56.2501,-117.286,29.17,32,20,3.09,CA,1687905232
565,kromy,52.6876,35.7667,13.14,98,100,1.94,RU,1687905232
